,job_type,company_name,company_rating,location,title,parsed_salary
828,Full-time,"AMETEK, Inc.",3.3,Souderton,Accountant,115000.0
829,Full-time,Tory Burch,3.4,Jersey City,Accountant,85000.0
830,Full-time,City of North Las Vegas,3.7,North Las Vegas,Accountant,102780.0
831,Full-time,Arvest Bank,3.7,Lowell,Accountant,65012.5
832,Full-time,University of Oklahoma,4.1,Oklahoma City,Accountant,72500.0
833,Full-time,HMSHost,3.0,Bethesda,Accountant,102780.0
834,Full-time,KARL STORZ,3.6,Charlton,Accountant,69375.0
835,Full-time,Lighthouse Worldwide Solutions Inc,3.3,White City,Accountant,102780.0
836,Full-time,"Commercial Capital Company, LLC",3.7,Lenexa,Accountant,67849.5
837,Full-time,Oxford Industries,3.6,Atlanta,Accountant,102780.0
838,Full-time,Flatiron Construction Corp,3.6,Lumberton,Accountant,102780.0
839,Full-time,Sensient Technologies,3.4,Hoffman Estates,Accountant,96844.5
840,Full-time,University of Texas at El Paso,4.2,El Paso,Accountant,45000.0
841,Full-time,Duke University,4.0,Durham,Accountant,102780.0
842,Full-time,California Institute of Applied Technology,3.2,New Mexico,Accountant,80000.0
843,Full-time,NORTHEASTERN HEALTH SYSTEM,3.1,Tahlequah,Accountant,102780.0
845,Full-time,Henry Schein,3.5,Carlsbad,Accountant,83991.5
846,Full-time,Hackensack Meridian Health,3.7,Edison,Accountant,97500.0
847,Full-time,BerryDunn,3.8,Waltham,Accountant,66500.0
848,Full-time,South Lane School District,3.9,Cottage Grove,Accountant,71464.0
849,Full-time,University of Texas at El Paso,4.2,El Paso,Accountant,53175.0
850,Full-time,HDR,3.8,Dallas,Accountant,102780.0
851,Full-time,One80 Intermediaries,3.0,Massachusetts,Accountant,67500.0
852,Full-time,The State of Oklahoma,3.8,Oklahoma County,Accountant,74000.0
853,Full-time,Freeport McMoRan,3.9,The Woodlands,Accountant,78000.0
855,Full-time,"Regal Cinemas, Inc",3.5,Knoxville,Business Analyst,104295.0
856,Full-time,"iHeartMedia, Inc.",3.4,New York,Business Analyst,85500.0
857,Full-time,H&E Equipment Services,3.0,Baton Rouge,Business Analyst,102780.0
858,Full-time,Acosta,3.2,St. Louis,Business Analyst,55250.0
859,Full-time,Amerisafe,3.7,DeRidder,Business Analyst,91287.5
860,Full-time,ICF,3.4,Reston,Business Analyst,64417.5
861,Full-time,University of Florida,4.2,Gainesville,Business Analyst,91287.5
862,Full-time,BNY Mellon,3.5,Pittsburgh,Business Analyst,102780.0
864,Full-time,Mascot International A/S,4.8,Red River,Business Analyst,91287.5
865,Full-time,SAIF,3.7,Oregon,Business Analyst,109485.0
866,Full-time,Kiss Products,3.2,Port Washington,Business Analyst,102780.0
867,Full-time,"DeKalb County, GA",3.5,Decatur,Business Analyst,89755.0
868,Full-time,AllianceBernstein,3.5,Nashville,Business Analyst,91287.5
869,Full-time,ROHDE & SCHWARZ GmbH & Co. KG,4.0,Columbia,Business Analyst,93000.0
870,Full-time,Chickasaw Nation Industries,3.9,Remote,Business Analyst,91287.5
871,Full-time,Mfinite Consulting LLC,3.0,Annapolis,Business Analyst,91287.5
872,Full-time,CDC Foundation,4.3,Pima County,Business Analyst,92575.0
873,Full-time,Intralox,3.7,New Orleans,Business Analyst,91287.5
874,Full-time,Xactus,1.8,Pennsylvania,Business Analyst,47500.0
875,Full-time,"Conduent State & Local Solutions, Inc",2.7,New Castle,Business Analyst,71000.0
876,Full-time,Equity LifeStyle Properties,2.8,Orlando,Business Analyst,91287.5
877,Full-time,Penske Truck Leasing and Logistics,3.4,Reading,Business Analyst,91287.5
878,Full-time,Disney,4.0,Orlando,Business Analyst,102780.0
879,Full-time,Adobe,4.3,Lehi,Business Analyst,65000.0
880,Full-time,Royal Caribbean Group,4.2,Miami,Business Analyst,102780.0
881,Full-time,Spectrum,3.3,Maryland Heights,Business Analyst,91287.5
882,Full-time,Pfizer,4.2,Pearl River,Business Analyst,86100.0
883,Full-time,Illinois School District U-46,3.9,Elgin,Business Analyst,102780.0
884,Full-time,SURESTAFF,3.5,Decatur,Business Analyst,50000.0
885,Full-time,"The Travelers Companies, Inc.",3.6,Hartford,Business Analyst,100050.0
886,Full-time,Omnicell,3.4,Plano,Business Analyst,91287.5
887,Full-time,Elevance Health,3.6,Boston,Business Analyst,93500.0
888,Full-time,The State of New Hampshire,3.7,Concord,Business Analyst,95004.0
889,Full-time,McKesson,3.5,Irving,Business Analyst,112400.0
890,Full-time,Yale University,4.2,New Haven,Business Analyst,91287.5
891,Full-time,"Patient Accounting Service Center, LLC",4.5,Houston,Business Analyst,80000.0
893,Full-time,Fidelity Investments,4.0,Merrimack,Business Analyst,102780.0
894,Full-time,City of Clarksville,4.0,Clarksville,Business Analyst,72054.0
895,Full-time,Virtusa,3.7,Pittsburgh,Business Analyst,91287.5
897,Full-time,CVS Health,3.2,Blue Bell,Business Analyst,91287.5
898,Full-time,State of Montana,3.4,Helena,Business Analyst,116480.0
899,Full-time,Lennar,3.4,Dallas,Business Analyst,104295.0
900,Full-time,Knife River Corporation,3.4,Bismarck,Business Analyst,62914.5
901,Full-time,Fidelity National Financial,3.7,United States,Business Analyst,76500.0
902,Full-time,Summa Health,3.5,Akron,Business Analyst,102780.0
903,Full-time,"GROWMARK, Inc.",3.6,Bloomington,Business Analyst,91287.5
904,Full-time,MSIG North America,3.0,Mount Bethel,Business Analyst,91287.5
905,Full-time,CAPCO,3.2,Dallas,Business Analyst,91287.5
906,Full-time,Waystar,3.1,Louisville,Business Analyst,91287.5
907,Full-time,BlueForge Alliance,4.1,Bryan,Business Analyst,91287.5
908,Full-time,Accenture Federal Services,3.7,Washington,Business Analyst,111000.0
909,Full-time,Toyota,3.7,Ann Arbor,Business Analyst,133120.0
910,Full-time,Independent Living Systems,2.8,Miami,Business Analyst,98871.5
912,Full-time,Scrut Automation,4.3,San Francisco,Business Analyst,102780.0
913,Full-time,Greenberg Traurig,3.7,Atlanta,Business Analyst,91287.5
914,Full-time,ePATHUSA Inc,3.1,Jackson,Business Analyst,187200.0
915,Full-time,Disney Experiences,3.6,Orlando,Business Analyst,102780.0
916,Full-time,Blue Cross and Blue Shield of Kansas,3.8,Topeka,Business Analyst,97600.0
917,Full-time,L3Harris Technologies,4.0,Greenville,Business Analyst,102780.0
918,Part-time,ICF,3.4,Reston,Business Analyst,85739.5
919,Full-time,AdventHealth Daytona Beach,3.6,Orange City,Business Analyst,91287.5
920,Full-time,Origami Risk LLC,4.0,Remote,Business Analyst,103511.0
921,Full-time,University of Minnesota,4.1,Minneapolis,Business Analyst,70250.0
922,Full-time,JetBlue Airways Corporation,3.9,Long Island City,Business Analyst,94500.0
923,Full-time,PIMCO,3.9,Newport Beach,Business Analyst,129000.0
924,Full-time,"Adeptus Solutions, Inc.",3.6,United States,Business Analyst,98871.5
925,Full-time,"ECS Federal, LLC",3.4,Stafford,Business Analyst,91287.5
926,Full-time,Toll Brothers,3.7,Greenville,Business Analyst,91287.5
927,Full-time,CRC,3.7,Charlotte,Business Analyst,98500.0
928,Full-time,Academy of Art University,3.1,Remote,Business Analyst,84250.0
929,Full-time,Old National Bank,3.4,Evansville,Business Analyst,62914.5
930,Full-time,Camden Property Trust,4.0,Houston,Business Analyst,91287.5
931,Full-time,Modvicare,2.9,Remote,Business Analyst,96000.0
932,Full-time,Bealls-&-Burkes-Outlet,3.3,Bradenton,Business Analyst,91287.5
933,Full-time,Coupe Health,3.5,Eagan,Business Analyst,102780.0
934,Full-time,Robert W. Baird,4.0,Milwaukee,Business Analyst,98871.5
937,Full-time,Bridgesoft,4.0,Wilmington,Business Analyst,91287.5
939,Full-time,Dignari,4.5,Washington,Business Analyst,102780.0
940,Full-time,Stewart Title Guaranty Company,3.3,St. Louis,Business Analyst,104295.0
941,Full-time,Bixal,3.4,Fort Gregg-Adams,Business Analyst,120000.0
942,Full-time,Wise Equation Solutions,4.1,Cedar Park,Business Analyst,127500.0
943,Full-time,Lennar,3.4,Dallas,Business Analyst,104250.0
944,Full-time,Pacific Life,3.8,Newport Beach,Business Analyst,89700.0
945,Full-time,City IT,3.8,Remote,Business Analyst,116600.0
946,Full-time,Plexus,3.5,Neenah,Business Analyst,104295.0
947,Full-time,Lantern Care,3.7,Dallas,Business Analyst,102780.0
948,Full-time,Vanderbilt University,4.0,Nashville,Business Analyst,98871.5
949,Full-time,University of Pennsylvania,4.1,Philadelphia,Business Analyst,70912.0
951,Full-time,Lawrence Livermore National Laboratory,4.1,Livermore,Business Analyst,120537.0
952,Full-time,ASPService,3.9,Matawan,Business Analyst,116600.0
953,Full-time,Fisher Investments,3.4,Camas,Business Analyst,97500.0
954,Full-time,Infinite Campus,3.8,Minneapolis-Saint Paul,Business Analyst,102780.0
955,Full-time,Equifax,3.4,Atlanta,Business Analyst,91287.5
956,Full-time,BayCare,3.8,Clearwater,Business Analyst,102780.0
957,Full-time,YRCI,3.8,Atlanta,Business Analyst,102780.0
958,Full-time,Homans Associates,3.3,Wilmington,Business Analyst,98871.5
959,Full-time,"Evo Technologies, LLC",4.3,Baltimore,Business Analyst,91287.5
960,Full-time,Acrisure,2.7,San Diego,Business Analyst,67000.0
962,Full-time,i3 Verticals,2.8,Shreveport,Business Analyst,91287.5
963,Full-time,SESLOC Credit Union,3.4,San Luis Obispo,Business Analyst,91287.5
964,Full-time,Dexcom,3.3,Remote,Business Analyst,110500.0
965,Full-time,University of Minnesota,4.1,Minneapolis,Business Analyst,70000.0
966,Full-time,Tricon Residential,4.1,Tustin,Business Analyst,99910.0
967,Full-time,Barclays,3.9,Whippany,Business Analyst,98500.0
968,Full-time,Liberty Bank,3.0,Middletown,Business Analyst,124750.0
969,Full-time,"Evo Technologies, LLC",4.0,Baltimore,Business Analyst,116600.0
970,Full-time,Augusta Sportswear Inc,3.3,Grovetown,Business Analyst,120000.0
971,Full-time,Campbell Soup Company,3.7,Remote,Business Analyst,138600.0
972,Full-time,AllianceChicago,4.3,Chicago,Business Analyst,91287.5
973,Full-time,Citi,3.9,Tampa,Business Analyst,82700.0
974,Full-time,Shamrock Foods Company,3.2,Phoenix,Business Analyst,91287.5
975,Full-time,CASS REGIONAL MEDICAL CENTER,3.8,Harrisonville,Business Analyst,91287.5
976,Full-time,Primerica,4.2,Georgia,Business Analyst,90000.0
977,Full-time,Wentworth Institute of Technology,4.0,Boston,Business Analyst,102780.0
978,Full-time,Live Nation,4.1,Remote,Business Analyst,81000.0
980,Full-time,American Modern Insurance Group,3.7,Cincinnati,Business Analyst,102780.0
981,Full-time,"Perficient, Inc",3.4,Denver,Business Analyst,116600.0
982,Full-time,WHOOP,3.3,Boston,Business Analyst,102780.0
983,Full-time,Doosan Bobcat NA Corp,3.3,Buford,Business Analyst,102780.0
984,Full-time,Campbell Soup Company,3.7,Remote,Business Analyst,113350.0
985,Full-time,"Garmin International, Inc.",3.7,Olathe,Business Analyst,102780.0
986,Full-time,Wipro Limited,3.8,Seattle,Business Analyst,119000.0
987,Full-time,Tata Elxsi,3.8,Chicago,Business Analyst,102780.0
988,Full-time,University of Washington,4.1,Seattle,Business Analyst,95004.0
989,Full-time,Bayview Asset Management,3.5,Coral Gables,Business Analyst,102780.0
990,Full-time,Olympus Corporation of the Americas,3.5,Center Valley,Business Analyst,102780.0
991,Full-time,Navy Exchange Service Command,3.7,Virginia Beach,Business Analyst,89357.0
992,Full-time,Weris,3.0,Sterling,Business Analyst,91287.5
993,Full-time,CAPCO,3.2,New York,Business Analyst,127500.0
994,Full-time,ISO New England Inc.,3.4,Holyoke,Business Analyst,98871.5
995,Full-time,Southwest Tech,4.3,Fennimore,Business Analyst,102780.0
997,Full-time,Federal Reserve Bank of San Francisco,4.1,San Francisco,Business Analyst,126750.0
998,Full-time,State of Washington Administrative Office of the Courts,3.4,Olympia,Business Analyst,95382.0
999,Full-time,BTI Solutions,4.0,New Jersey,Business Analyst,91287.5
1000,Full-time,Little Caesars/Blue Line Distribution,3.3,Detroit,Business Analyst,102780.0
1001,Full-time,Lake County Illinois,3.7,Waukegan,Business Analyst,64744.0
1002,Full-time,TikTok,3.4,Los Angeles,Business Analyst,149888.5
1003,Full-time,KPFF Consulting Engineers,3.6,Seattle,Business Analyst,90000.0
1004,Full-time,i3 Verticals,2.8,Tennessee,Business Analyst,102780.0
1005,Part-time,Arcfield,3.3,Chantilly,Business Analyst,91287.5
1006,Full-time,Dutech Systems,5.0,Austin,Business Analyst,115000.0
1007,Full-time,HOUSING PRESERVATION & DVLPMNT,4.0,New York,Business Analyst,99153.5
1008,Full-time,Amazon.com Services LLC,3.5,Nashville,Business Analyst,102780.0
1009,Full-time,Uber,3.4,Chicago,Business Analyst,124750.0
1010,Full-time,Brown University,4.2,Providence,Business Analyst,91287.5
1011,Full-time,Netflix,3.9,Los Gatos,Business Analyst,145000.0
1013,Full-time,Hatch,4.0,Denver,Business Analyst,82500.0
1014,Full-time,Health Care Service Corporation,3.7,Richardson,Business Analyst,113200.0
1015,Full-time,"Seminole County, FL",3.8,Sanford,Business Analyst,116600.0
1016,Full-time,Sonnax Transmission Company,3.4,Bellows Falls,Business Analyst,91287.5
1017,Full-time,Travis County,3.8,Austin,Business Analyst,93500.0
1018,Full-time,SCRRA/Metrolink,3.3,Los Angeles,Business Analyst,78329.0
1019,Full-time,Molina Healthcare,3.3,Louisville,Business Analyst,124293.75
1020,Full-time,"R1 RCM, Inc.",2.8,Utah,Business Analyst,61006.0
1021,Full-time,New York Jets,4.4,Florham Park,Business Analyst,91287.5
1022,Full-time,WHOOP,3.3,Boston,Business Analyst,102780.0
1023,Full-time,Moody's Careers,3.9,Indiana,Business Analyst,102780.0
1024,Full-time,Truist Bank,3.5,Atlanta,Business Analyst,102780.0
1025,Full-time,State of Utah,3.6,Salt Lake County,Business Analyst,116600.0
1026,Full-time,"Hillsborough County, Florida",3.6,Tampa,Business Analyst,82336.5
1027,Full-time,Inova Health System,3.7,Falls Church,Business Analyst,102780.0
1028,Part-time,Salt River Project,4.1,Tempe,Business Analyst,102780.0
1029,Full-time,Wright County Minnesota,3.8,Buffalo,Business Analyst,102780.0
1030,Full-time,"Helena - Agri Enterprises, LLC",3.4,Collierville,Business Analyst,116600.0
1031,Full-time,Indiana University Health,3.7,Indianapolis,Business Analyst,102780.0
1032,Full-time,UW Credit Union,3.8,Madison,Business Analyst,98500.0
1033,Full-time,Smart IMS,3.6,Austin,Business Analyst,116600.0
1034,Full-time,Parsons,3.9,San Jose,Business Analyst,114550.0
1035,Full-time,"Ramsey County, MN",3.8,Saint Paul,Business Analyst,102780.0
1036,Full-time,T. Rowe Price,3.6,Baltimore,Business Analyst,102780.0
1037,Full-time,Popular Bank,4.1,San Juan,Business Analyst,102780.0
1038,Full-time,UDig,4.6,Nashville,Business Analyst,116600.0
1039,Full-time,Spectrum,3.3,St. Louis,Business Analyst,102780.0
1040,Full-time,"C&S Wholesale Grocers, LLC",4.1,Robesonia,Business Analyst,102780.0
1041,Full-time,CIBC,3.8,Chicago,Business Analyst,102780.0
1042,Full-time,Kohler Energy,3.4,United States,Business Analyst,107175.0
1043,Full-time,LogicPro,3.6,Princeton,Business Analyst,98871.5
1044,Full-time,Hertz,3.2,Estero,Business Analyst,60000.0
1045,Full-time,Lawrence Livermore National Laboratory,4.1,Livermore,Business Analyst,133869.0
1046,Full-time,ALAMEDA ALLIANCE FOR HEALTH,2.9,Alameda,Business Analyst,102780.0
1047,Full-time,Dallas County,3.4,Dallas,Business Analyst,102780.0
1048,Full-time,Williams Companies,3.9,Tulsa,Business Analyst,102780.0
1049,Full-time,Lilly,4.1,Indianapolis,Business Analyst,102780.0
1050,Full-time,Booz Allen,3.9,McLean,Business Analyst,88500.0
1051,Full-time,Lincoln Financial,3.5,Radnor,Business Analyst,93850.0
1052,Full-time,Asembia LLC,2.6,Florham Park,Business Analyst,98500.0
1053,Full-time,Global Payments,3.5,Lindon,Business Analyst,98871.5
1054,Full-time,Molex,3.7,Lisle,Business Analyst,124750.0
1055,Full-time,"Wheels, Inc.",3.4,Des Plaines,Business Analyst,102780.0
1056,Full-time,"Amerilife Group, LLC",3.1,Clearwater,Business Analyst,91287.5
1057,Full-time,Doma Technologies LLC,3.0,Virginia Beach,Business Analyst,91287.5
1058,Full-time,Thermo Fisher Scientific,3.4,Tewksbury,Business Analyst,91287.5
1059,Full-time,Walworth County,3.0,Elkhorn,Business Analyst,84733.0
1060,Full-time,Design Group Americas,3.0,Bentonville,Business Analyst,91287.5
1061,Full-time,"NVR, Inc",3.3,Frederick,Business Analyst,91287.5
1062,Full-time,Intellibee,3.8,Richmond,Business Analyst,105000.0
1063,Full-time,Quantech Services,4.0,Hanscom AFB,Business Analyst,140000.0
1064,Full-time,Capital Group Companies,3.8,Los Angeles,Business Analyst,120150.0
1065,Full-time,University of Washington,4.1,Seattle,Business Analyst,112464.0
1066,Full-time,Data Innovations LLC,2.6,Colchester,Business Analyst,124750.0
1067,Full-time,Amazon.com Services LLC,3.5,Seattle,Business Analyst,105000.0
1068,Full-time,DFS Group,3.6,Los Angeles,Business Analyst,73433.5
1070,Full-time,Amazon.com Services LLC,3.5,Seattle,Business Analyst,105000.0
1071,Full-time,Cianbro,3.6,Maine,Business Analyst,98871.5
1072,Full-time,JLR,3.6,Mahwah,Business Analyst,81250.0
1073,Full-time,Texas Southmost College,3.7,Brownsville,Business Analyst,102780.0
1074,Full-time,Applied Information Sciences,3.7,Reston,Business Analyst,91287.5
1075,Full-time,AgriBank,3.9,Saint Paul,Business Analyst,102780.0
1076,Full-time,Relias,3.4,Morrisville,Business Analyst,116600.0
1077,Full-time,Centier Bank,4.2,Merrillville,Business Analyst,102780.0
1078,Full-time,Starr Companies,3.7,New York,Business Analyst,125000.0
1079,Full-time,Esri,3.8,Redlands,Business Analyst,83200.0
1080,Full-time,BrassCraft Manufacturing,3.6,Novi,Business Analyst,107895.0
1081,Full-time,DICK'S Sporting Goods,3.4,Coraopolis,Business Analyst,102780.0
1083,Full-time,Shorr Packaging Corporation,3.4,Aurora,Business Analyst,104295.0
1084,Full-time,Novisync,3.1,New York,Business Analyst,91287.5
1085,Full-time,Thrive Foods,3.2,Modesto,Business Analyst,105000.0
1086,Full-time,Amazon.com Services LLC,3.3,Seattle,Business Analyst,102780.0
1087,Full-time,Q2ebanking,3.0,Austin,Business Analyst,98500.0
1088,Full-time,Rockline Industries,3.4,Sheboygan,Business Analyst,102780.0
1089,Full-time,Meharry Medical College,3.9,Nashville,Business Analyst,104295.0
1090,Full-time,Surekha Technologies,4.0,California,Business Analyst,102780.0
1091,Full-time,Inmar,3.2,Winston-Salem,Business Analyst,102780.0
1092,Full-time,Electronic Arts,3.8,Colorado,Business Analyst,116600.0
1093,Full-time,Oregon Tool,2.9,Portland,Business Analyst,122250.0
1094,Full-time,Citadel Federal Credit Union,3.7,Exton,Business Analyst,91287.5
1096,Full-time,Federal Reserve Bank of Atlanta,4.0,New Orleans,Business Analyst,102780.0
1097,Full-time,"Interstates, Inc.",3.8,Sioux Falls,Business Analyst,104295.0
1098,Full-time,State of Missouri,3.3,Jefferson City,Business Analyst,102780.0
1099,Full-time,Federal Reserve Bank of Kansas City,3.9,Kansas City,Business Analyst,106650.0
1100,Full-time,Doran Jones,4.4,Tampa,Business Analyst,116600.0
1101,Full-time,CAPCO,3.2,Houston,Business Analyst,102780.0
1103,Full-time,Symetra Financial,3.2,Remote,Business Analyst,75450.0
1104,Full-time,Amazon.com Services LLC,3.5,Bellevue,Business Analyst,105000.0
1105,Full-time,HNTB Corporation,3.7,Parsippany-Troy Hills,Business Analyst,102780.0
1106,Full-time,Generac Power Systems,2.8,Waukesha,Business Analyst,102780.0
1107,Full-time,NOV Inc.,3.8,Houston,Business Analyst,102780.0
1108,Full-time,Booz Allen,3.9,Washington,Business Analyst,123800.0
1109,Full-time,Valmont Industries,3.2,Omaha,Business Analyst,102780.0
1110,Full-time,Abaco Strategy LLC,3.9,Leesburg,Business Analyst,102780.0
1111,Full-time,University of Arizona,4.2,Tucson,Business Analyst,98201.5
1112,Full-time,UCSF Health,4.1,San Francisco,Business Analyst,102780.0
1113,Full-time,IntouchCX,3.4,Mesa,Business Analyst,41600.0
1114,Full-time,"Apogee Enterprises, Inc.",4.5,Bloomington,Business Analyst,93500.0
1115,Full-time,Region 4 Education Service Center,4.2,Houston,Business Analyst,98500.0
1116,Full-time,The Swift Group,3.3,Herndon,Business Analyst,91287.5
1117,Full-time,ICF,3.4,Reston,Business Analyst,103745.0
1118,Full-time,Softrams,3.8,Remote,Business Analyst,124750.0
1119,Full-time,Red Ventures,3.2,Charlotte,Business Analyst,80000.0
1120,Full-time,Amazon.com Services LLC,3.5,Seattle,Business Analyst,105000.0
1121,Full-time,Booz Allen,3.9,Seaside,Business Analyst,123800.0
1122,Full-time,Tauck,4.5,Wilton,Business Analyst,102780.0
1123,Full-time,SchoolsFirst FCU,3.8,Tustin,Business Analyst,107356.5
1124,Full-time,Blue Cross and Blue Shield of North Carolina,3.9,North Carolina,Business Analyst,96600.0
1125,Full-time,Koalafi,3.9,Richmond,Business Analyst,102780.0
1126,Full-time,Yakshna Solutions,2.6,Herndon,Business Analyst,102780.0
1127,Full-time,Eclerx,3.6,Tampa,Business Analyst,140400.0
1128,Full-time,Driven Brands,2.4,Charlotte,Business Analyst,106600.0
1129,Full-time,The RiverStone Group,3.7,Manchester,Business Analyst,102780.0
1131,Full-time,UST Global,3.7,West Des Moines,Business Analyst,113000.0
1132,Full-time,Truist Bank,3.5,Atlanta,Business Analyst,97600.0
1133,Full-time,Kansas City Public Schools,4.0,Kansas City,Business Analyst,102780.0
1134,Full-time,North Mississippi Medical Center,3.6,Tupelo,Business Analyst,102780.0
1135,Full-time,Centene,3.2,Florida,Business Analyst,75550.0
1136,Full-time,NFF Inc,3.7,United States,Business Analyst,91287.5
1137,Full-time,ASML,3.8,San Diego,Business Analyst,153500.0
1138,Full-time,Jurgensen Companies,3.6,Cincinnati,Business Analyst,102780.0
1139,Full-time,"Jefferies & Company, Inc.",3.7,New York,Business Analyst,192500.0
1140,Full-time,Allcat Claims Service,2.8,San Antonio,Business Analyst,65000.0
1141,Full-time,Amazon.com Services LLC,3.5,New York,Business Analyst,145700.0
1142,Full-time,CACI,3.8,Chantilly,Business Analyst,122000.0
1143,Full-time,Amazon.com Services LLC,3.5,Bellevue,Business Analyst,105000.0
1144,Full-time,Acuity INC,3.1,Washington,Business Analyst,91287.5
1145,Full-time,University of Wisconsin - Oshkosh,4.1,Oshkosh,Business Analyst,70000.0
1146,Full-time,MetaPhase Consulting,3.9,Washington,Business Analyst,113500.0
1147,Full-time,Amazon.com Services LLC - A57,3.5,Bellevue,Business Analyst,105000.0
1148,Full-time,"Scott County, MN",3.1,Shakopee,Business Analyst,111492.0
1149,Full-time,Fisher Investments,3.4,Camas,Business Analyst,137500.0
1150,Full-time,CIPPlanner,3.3,San Ramon,Business Analyst,91287.5
1151,Full-time,Agree Technologies and Solutions,3.7,Boise,Business Analyst,91287.5
1152,Full-time,WebMD,3.5,Portland,Business Analyst,91287.5
1153,Full-time,Amazon.com Services LLC,3.5,Seattle,Business Analyst,78800.0
1154,Full-time,Grainger,3.6,Chicago,Business Analyst,102780.0
1155,Full-time,Paul Mueller Company,3.2,Springfield,Business Analyst,101584.5
1156,Full-time,Fox Rothschild LLP,3.2,Fox Rothschild LLP in Philadelphia,Business Analyst,91287.5
1157,Full-time,Flok Consulting,4.0,Bend,Business Analyst,124750.0
1158,Full-time,USC,4.1,San Diego,Business Analyst,102780.0
1159,Full-time,Zoll Medical Corporation,3.4,Pittsburgh,Business Analyst,102780.0
1160,Full-time,Amazon.com Services LLC,3.5,Seattle,Business Analyst,78800.0
1161,Full-time,MIT,4.2,Cambridge,Business Analyst,116600.0
1162,Full-time,Medtronic,3.8,Plymouth,Business Analyst,137000.0
1163,Full-time,Pattern,5.0,Lehi,Business Analyst,102780.0
1164,Full-time,ACCESSONE MEDCARD INC,4.2,South Carolina,Business Analyst,98500.0
1166,Full-time,ICF,3.4,Sacramento,Business Analyst,97743.0
1167,Full-time,Upper Hand,5.0,Indianapolis,Business Analyst,102780.0
1168,Full-time,University of California Office of the President,4.0,Oakland,Business Analyst,102780.0
1169,Full-time,ICF,3.4,Reston,Business Analyst,103745.0
1170,Full-time,Aptiv plc,3.8,Troy,Business Analyst,102780.0
1171,Full-time,ICF,3.4,Richmond,Business Analyst,72985.0
1172,Full-time,Plante Moran,3.6,Michigan,Business Analyst,91287.5
1173,Full-time,State of Illinois,3.7,Springfield,Business Analyst,111036.0
1174,Full-time,Fidelity Investments,4.0,Covington,Business Analyst,102780.0
1175,Full-time,DEPARTMENT OF TRANSPORTATION,4.0,Manhattan,Business Analyst,100000.0
1176,Full-time,Syracuse University,4.3,Syracuse,Business Analyst,65225.0
1177,Full-time,University of Wisconsin- River Falls,4.1,River Falls,Business Analyst,102780.0
1178,Full-time,dynaConnections Corporation,3.6,Austin,Business Analyst,102780.0
1179,Full-time,"Amazon Logistics, Inc.",3.5,Dallas,Business Analyst,102780.0
1180,Full-time,ManTech,3.9,Remote,Business Analyst,134750.0
1181,Full-time,Farmers Insurance Group,3.5,United States,Business Analyst,104295.0
1182,Full-time,Scaled Composites,3.6,Mojave,Business Analyst,85900.0
1183,Full-time,Avenue Code,4.2,United States,Business Analyst,29250.0
1184,Full-time,Popular Bank,4.1,San Juan,Business Analyst,102780.0
1185,Full-time,Georgia's Own Credit Union,3.2,Vinings,Business Analyst,91287.5
1186,Full-time,Mimecast,3.5,Lexington,Business Analyst,116600.0
1188,Full-time,Gainwell Technologies LLC,2.6,Jackson,Business Analyst,50400.0
1189,Full-time,Intellibee,4.0,Richmond,Business Analyst,102780.0
1190,Full-time,Dutech Systems,5.0,Austin,Business Analyst,120000.0
1191,Full-time,Moody's Careers,4.0,Battletown,Business Analyst,91287.5
1192,Full-time,State of Georgia,3.4,Atlanta,Business Analyst,102780.0
1193,Part-time,Oakton Community College,4.3,Des Plaines,Business Analyst,65317.0
1194,Full-time,"Mom's Meals, a PurFoods Company",3.0,Ankeny,Business Analyst,120000.0
1195,Full-time,Equifax,3.4,St. Louis,Business Analyst,98500.0
1196,Full-time,"The Brattle Group, Inc.",3.4,Boston,Business Analyst,112500.0
1197,Full-time,Atmos Energy,4.0,Dallas,Business Analyst,102780.0
1198,Full-time,NiSource,3.5,Merrillville,Business Analyst,133750.0
1199,Full-time,Arizona State University,4.2,Scottsdale,Business Analyst,68500.0
1200,Full-time,Amazon.com Services LLC,3.5,Culver City,Business Analyst,105000.0
1201,Full-time,Tokyo Electron Limited,3.8,North Chelmsford,Business Analyst,91287.5
1202,Full-time,Beacon Health System,3.3,Granger,Business Analyst,102780.0
1203,Full-time,CoStar Group,2.9,Hendersonville,Business Analyst,102780.0
1204,Full-time,TE Connectivity,3.6,Middletown,Business Analyst,79200.0
1205,Full-time,TAS Energy Inc.,3.4,Houston,Business Analyst,116600.0
1206,Full-time,PSEG,3.8,Melville,Business Analyst,114200.0
1208,Full-time,Spectrum,3.3,Stamford,Business Analyst,102780.0
1209,Full-time,"Summit Utilities, Inc.",3.6,Kansas,Business Analyst,102780.0
1210,Full-time,Mayo Clinic,3.9,Rochester,Business Analyst,102780.0
1211,Full-time,Cummins Inc.,3.8,South Carolina,Business Analyst,108000.0
1212,Full-time,Stewart Title Guaranty Company,3.3,Missouri,Business Analyst,102780.0
1213,Full-time,Fifth Third Bank,3.5,Cincinnati,Business Analyst,117650.0
1214,Full-time,Photon,4.0,Chicago,Business Analyst,102780.0
1215,Full-time,ICF,3.4,Arlington,Business Analyst,106857.5
1216,Full-time,Bigbear.ai,4.2,Washington,Business Analyst,91287.5
1217,Full-time,Vanderbilt University Medical Center,3.7,Nashville,Business Analyst,98871.5
